GEOID,total_population,opportunity_score,economic_score,health_score,housing_score,tier
17031110501,5097,73.16,79.3,73.73,51.35,High
17031030104,3106,64.92,70.26,71.94,30.77,Moderate
17031081401,2171,77.95,86.85,85.64,30.32,High
17031430102,3542,52.97,65.29,48.7,21.91,Moderate
17031770902,3816,71.24,78.34,70.68,48.85,High
17031824121,3105,72.77,75.89,73.96,59.62,High
17031430101,3468,46.38,59.87,38.53,19.75,Moderate
17031804109,3138,80.72,85.9,83.49,57.0,Very High
17031804611,4233,76.64,81.14,78.92,56.28,High
17031824004,4771,75.65,81.71,76.27,53.96,High
17031824006,6013,81.71,84.52,81.32,73.23,Very High
17031252101,1492,52.63,63.39,52.82,16.34,Moderate
17031010501,3913,69.55,80.16,74.98,21.54,High
17031020701,1728,74.72,81.01,79.97,41.54,High
17031010201,8210,59.12,68.37,51.93,45.07,Moderate
17031760801,4718,70.7,80.01,77.21,24.51,High
17031839000,10190,76.38,79.41,82.97,50.91,High
17031440201,6096,53.79,65.14,45.83,34.53,Moderate
17031540101,4460,34.86,46.36,25.71,17.82,Low
17031802004,6006,67.18,69.19,68.58,57.24,High
17031802003,2517,77.03,81.66,81.11,52.08,High
17031803013,5724,79.22,82.48,79.21,68.36,High
17031802608,6009,78.41,81.33,79.28,66.66,High
17031803015,4498,76.78,81.87,77.66,57.78,High
17031803014,3329,72.21,79.68,72.63,46.35,High
17031834000,3274,46.5,60.52,39.43,16.25,Moderate
17031833900,2696,40.33,52.52,29.81,24.24,Low
17031221000,2571,64.79,76.5,66.41,21.97,Moderate
17031221100,4542,69.55,77.57,73.43,33.75,High
17031242800,1450,76.25,86.36,79.33,35.37,High
17031242900,2032,76.98,86.09,81.73,35.51,High
17031243000,2223,75.47,84.75,81.81,29.75,High
17031243100,2159,76.81,87.26,79.94,34.68,High
17031243200,2329,79.03,88.26,82.16,40.98,High
17031243300,2285,75.63,86.48,83.2,21.8,High
17031243400,2931,74.4,84.06,79.94,29.26,High
17031071400,4763,77.43,84.5,82.8,41.33,High
17031110400,4501,74.2,78.97,77.14,51.43,High
17031150600,4223,70.64,76.07,71.03,51.65,High
17031150700,4453,73.18,77.67,74.65,54.81,High
17031150800,4668,67.85,73.39,66.22,53.22,High
17031151100,5447,67.23,75.48,63.78,47.81,High
17031151200,4057,70.47,76.54,67.87,56.31,High
17031241500,2823,80.47,88.67,89.34,32.43,Very High
17031241100,3650,70.68,81.19,72.55,31.33,High
17031241600,3397,76.16,87.0,82.84,24.48,High
17031241300,1888,77.42,86.05,84.12,33.0,High
17031241400,5584,80.35,89.18,86.95,35.49,Very High
17031243500,4567,79.84,87.09,87.64,37.47,High
17031250200,3051,55.28,67.42,44.91,38.97,Moderate
17031250300,4844,57.36,69.27,44.7,47.2,Moderate
17031250400,5513,53.32,63.1,43.32,44.07,Moderate
17031250500,6903,74.45,79.33,69.82,68.98,High
17031071500,5991,81.14,88.04,89.34,38.96,Very High
17031071800,2726,81.92,90.79,86.03,42.78,Very High
17031080100,6607,82.16,87.56,86.74,53.5,Very High
17031080300,5836,81.18,87.89,87.24,44.7,Very High
17031080400,4888,51.14,48.74,60.03,38.37,Moderate
17031160100,2757,72.32,81.76,71.25,43.38,High
17031160200,3356,77.29,85.52,78.13,47.89,High
17031160300,3685,68.03,74.23,73.04,35.68,High
17031160400,5171,69.54,78.73,67.65,43.31,High
17031160700,6265,71.26,79.9,69.35,46.89,High
17031221300,3011,69.3,78.12,76.58,22.88,High
17031221500,2767,69.43,79.74,73.45,25.67,High
17031221400,3083,74.22,84.87,79.15,27.23,High
17031250600,4542,58.76,66.74,48.83,55.34,Moderate
17031250700,6466,49.43,62.05,36.27,38.11,Moderate
17031250800,2693,56.19,68.15,44.81,42.92,Moderate
17031251000,1380,43.13,53.18,36.95,24.08,Low
17031251100,4544,53.08,67.79,38.94,37.05,Moderate
17031051400,2535,77.32,84.54,82.77,40.55,High
17031060100,3178,82.47,91.03,87.48,42.23,Very High
17031060300,2821,79.09,88.87,85.07,32.54,High
17031060800,5319,77.75,84.56,83.15,42.47,High
17031160800,5236,65.62,77.6,58.68,41.91,High
17031160900,2420,76.13,84.57,79.13,40.96,High
17031161000,1986,74.27,82.4,80.95,31.57,High
17031161100,2024,77.74,84.74,81.36,45.98,High
17031161200,2873,65.4,73.38,64.54,40.85,High
17031161300,3769,64.83,74.05,64.82,34.12,Moderate
17031170100,2030,62.68,69.78,59.06,47.48,Moderate
17031221600,3389,79.21,87.83,84.64,37.83,High
17031242100,3817,79.83,87.66,85.51,40.47,High
17031242000,4378,76.71,86.17,82.83,30.92,High
17031251200,3840,57.03,65.82,48.99,46.5,Moderate
17031251300,4915,55.57,65.63,47.62,40.55,Moderate
17031051300,3077,83.57,90.07,88.01,51.52,Very High
17031600700,2870,65.15,73.6,65.77,35.54,High
17031600900,3733,64.35,74.95,62.69,32.9,Moderate
17031821200,5323,56.19,63.86,51.51,41.51,Moderate
17031672000,3295,51.64,60.98,40.42,46.7,Moderate
17031710900,2151,51.5,60.64,47.23,31.01,Moderate
17031711000,3779,50.11,60.08,41.81,36.25,Moderate
17031711100,2808,54.5,58.34,54.17,42.48,Moderate
17031711200,4869,59.54,69.65,47.48,53.96,Moderate
17031711500,2628,57.39,70.22,42.99,48.22,Moderate
17031711300,1618,53.73,65.67,46.33,31.19,Moderate
17031711400,2728,57.64,64.87,52.95,44.49,Moderate
17031270500,1380,34.26,51.65,20.47,8.47,Low
17031271200,1384,47.31,60.1,42.06,16.92,Moderate
17031271300,964,48.68,60.14,46.02,16.65,Moderate
17031271400,1359,46.6,59.5,41.46,15.58,Moderate
17031350100,2439,70.11,81.06,81.43,7.2,High
17031350400,1777,38.45,54.79,29.65,4.53,Low
17031351000,3526,65.35,76.56,70.46,16.09,High
17031351400,1569,31.09,31.73,39.05,10.36,Low
17031360200,1672,38.55,47.38,38.66,8.82,Low
17031430400,2999,53.84,64.57,48.78,29.89,Moderate
17031430600,2218,54.15,66.92,49.0,23.58,Moderate
17031430800,2016,56.94,67.27,54.13,29.04,Moderate
17031430500,3882,45.57,56.44,41.74,18.3,Moderate
17031430900,1681,52.94,66.39,45.55,25.31,Moderate
17031610300,5670,48.2,54.64,42.7,39.54,Moderate
17031681000,2297,25.13,20.63,32.81,22.19,Low
17031681100,1932,44.28,54.72,36.94,26.63,Low
17031680500,1474,48.63,65.83,34.26,24.81,Moderate
17031803400,6745,81.87,86.14,82.48,66.2,Very High
17031803500,5565,81.98,84.87,85.14,64.94,Very High
17031803604,4375,72.83,78.28,73.79,52.44,High
17031680900,3560,37.52,51.58,25.31,19.13,Low
17031803607,4358,78.46,81.82,79.64,64.53,High
17031809500,4183,76.01,84.08,83.4,31.86,High
17031809600,3226,73.65,81.05,72.54,51.57,High
17031809700,3726,75.02,82.55,74.27,51.67,High
17031809800,2776,71.95,81.53,75.14,32.55,High
17031809900,2760,79.22,86.67,85.73,39.19,High
17031810000,5359,79.69,84.8,84.15,52.26,High
17031825501,5493,63.55,73.33,53.92,53.45,Moderate
17031720100,3370,74.21,76.95,74.76,63.77,High
17031824400,1855,64.21,72.13,63.88,38.58,Moderate
17031720200,4097,74.56,80.81,72.25,59.09,High
17031720300,3614,79.42,84.62,80.58,59.38,High
17031720400,1872,75.47,82.83,73.56,55.41,High
17031720500,1833,78.61,83.98,81.39,54.23,High
17031720600,1860,79.39,85.23,81.43,55.13,High
17031720700,3135,69.86,78.15,69.99,41.95,High
17031040600,2785,77.39,88.62,82.52,28.01,High
17031040700,3749,76.6,83.65,83.6,36.77,High
17031040800,1577,76.69,86.38,84.41,26.36,High
17031816900,5907,68.2,73.38,59.22,71.91,High
17031817000,4982,62.83,71.73,53.21,55.61,Moderate
17031817101,4802,58.36,68.16,46.14,54.24,Moderate
17031817102,2920,60.5,68.78,55.47,44.65,Moderate
17031825801,3448,48.7,60.48,38.31,33.69,Moderate
17031825802,7239,64.59,71.44,53.77,67.03,Moderate
17031825803,5761,62.15,69.82,56.67,49.37,Moderate
17031825900,3442,50.0,59.64,39.06,43.39,Moderate
17031826000,2724,52.47,61.17,43.01,45.54,Moderate
17031380100,1928,44.2,40.75,54.15,32.49,Low
17031380200,1723,50.47,69.12,40.13,12.42,Moderate
17031431200,2399,64.35,72.81,60.62,44.85,Moderate
17031431400,7565,49.14,59.36,40.04,36.3,Moderate
17031803902,3498,72.38,76.58,72.21,58.78,High
17031804000,4672,72.17,75.41,71.08,63.88,High
17031804104,5176,82.04,85.75,84.51,63.9,Very High
17031810100,4615,77.65,85.43,82.05,41.46,High
17031810200,6699,70.74,78.22,70.76,45.77,High
17031810301,4604,69.71,74.18,71.63,50.31,High
17031050100,2513,78.25,90.13,82.76,28.14,High
17031610800,1521,67.29,73.24,69.66,41.94,High
17031611300,3409,48.24,60.84,43.22,17.97,Moderate
17031611400,3587,40.8,57.31,22.53,28.37,Low
17031611500,3273,48.53,63.18,34.63,32.16,Moderate
17031611900,1559,45.97,62.69,31.89,23.12,Moderate
17031681200,1883,38.04,50.38,29.82,16.07,Low
17031810302,3329,76.65,83.66,78.45,49.05,High
17031810400,5726,80.68,84.66,79.67,69.81,Very High
17031810701,4579,65.13,71.21,65.79,43.29,High
17031810702,4048,67.59,76.31,68.9,35.47,High
17031810600,4783,70.89,76.74,73.42,45.51,High
17031817200,4488,56.12,69.38,42.75,43.13,Moderate
17031817400,3982,63.03,69.54,58.76,51.3,Moderate
17031817600,3460,54.95,67.54,40.31,47.13,Moderate
17031691200,1984,48.33,62.13,40.44,20.75,Moderate
17031691100,2883,53.76,67.37,47.23,23.59,Moderate
17031730100,2669,60.91,69.87,50.78,54.65,Moderate
17031730300,1042,54.2,64.03,45.03,42.83,Moderate
17031730400,4070,63.12,72.15,54.41,53.36,Moderate
17031817700,5117,64.29,72.54,54.11,60.53,Moderate
17031818100,2253,76.42,82.46,76.2,56.82,High
17031826100,4698,59.93,70.44,51.43,44.74,Moderate
17031826301,4365,62.52,71.13,53.6,54.66,Moderate
17031826303,3646,60.55,68.58,50.21,57.91,Moderate
17031826304,2947,59.05,68.27,53.22,41.9,Moderate
17031730500,4053,61.22,67.47,53.8,57.72,Moderate
17031730600,3570,63.68,69.82,60.97,49.54,Moderate
17031802801,4689,81.36,85.65,83.95,60.98,Very High
17031381200,1906,61.38,75.09,59.45,20.17,Moderate
17031381400,1615,47.09,59.05,44.74,12.69,Moderate
17031440300,4650,64.05,71.91,59.41,48.7,Moderate
17031804706,2255,76.62,80.84,78.46,58.25,High
17031804710,3836,76.38,80.43,78.46,58.04,High
17031810800,5309,73.63,78.04,72.36,61.85,High
17031810900,6324,69.74,76.65,68.21,50.27,High
17031811000,4021,75.13,79.55,75.37,59.86,High
17031612000,1317,55.1,67.76,52.78,18.28,Moderate
17031612100,1018,48.51,61.69,43.05,17.3,Moderate
17031620100,4798,64.71,72.92,54.73,60.66,Moderate
17031620200,1948,62.8,72.87,59.69,36.52,Moderate
17031620300,7080,67.02,72.46,60.44,64.23,High
17031620400,4540,57.77,62.36,52.85,53.94,Moderate
17031810501,5259,74.44,77.51,73.28,66.9,High
17031810502,5846,70.48,76.08,67.89,57.84,High
17031812200,3758,82.59,88.85,83.3,60.04,Very High
17031818200,4655,71.99,77.03,69.81,60.3,High
17031818402,3198,73.04,78.19,75.34,50.52,High
17031818800,5395,78.19,81.39,78.21,67.51,High
17031818900,4683,75.73,81.82,77.62,51.06,High
17031826402,5109,59.52,67.39,49.52,56.66,Moderate
17031826600,4872,52.99,63.87,39.12,49.07,Moderate
17031826700,4390,49.02,57.61,40.83,39.5,Moderate
17031826901,1728,42.24,59.77,24.55,25.09,Low
17031826902,1467,45.45,59.51,32.16,29.55,Moderate
17031730700,2288,60.73,68.23,54.25,50.87,Moderate
17031740100,3075,71.61,75.39,73.86,53.74,High
17031740200,6473,76.11,78.49,76.21,67.92,High
17031740300,5043,78.29,80.57,80.09,66.52,High
17031740400,4530,72.54,77.11,73.36,55.37,High
17031803005,2701,78.37,83.03,83.38,51.18,High
17031803007,5201,75.17,79.26,75.43,60.92,High
17031381800,1483,59.71,70.34,62.58,17.56,Moderate
17031381900,1348,53.79,60.89,55.45,26.24,Moderate
17031390100,1854,64.16,76.73,62.82,25.37,Moderate
17031390200,2178,72.03,81.55,70.39,44.12,High
17031390300,2664,43.23,51.55,43.0,16.09,Low
17031390400,2289,51.56,63.43,47.9,20.55,Moderate
17031390500,1766,70.32,83.45,73.17,19.91,High
17031390600,1824,68.4,79.46,70.72,26.13,High
17031390700,6062,71.77,79.18,73.07,44.05,High
17031804711,8272,74.37,76.62,76.81,61.18,High
17031804806,3765,69.4,73.24,69.37,56.68,High
17031804808,2768,75.9,79.5,77.41,60.34,High
17031804809,4704,78.89,81.8,80.8,64.74,High
17031812400,3295,83.91,88.94,87.65,58.4,Very High
17031812500,3427,71.18,81.37,72.69,33.66,High
17031440600,1612,59.1,68.84,50.64,46.36,Moderate
17031440900,2377,54.38,61.01,53.27,34.83,Moderate
17031440700,1453,60.5,73.73,49.27,42.63,Moderate
17031440800,1877,41.74,57.15,28.76,20.69,Low
17031819300,2700,72.09,78.6,70.85,53.28,High
17031819400,5663,72.15,77.82,72.13,53.29,High
17031819500,3448,73.34,81.22,74.61,44.14,High
17031630300,4167,59.15,71.16,47.37,46.58,Moderate
17031630500,5989,57.12,67.36,47.67,45.01,Moderate
17031630800,6361,60.67,68.01,50.82,59.15,Moderate
17031630900,4856,57.19,63.46,56.13,38.75,Moderate
17031640100,1348,63.67,75.89,58.19,35.7,Moderate
17031640300,6897,66.53,72.09,60.99,60.93,High
17031819600,4015,82.16,86.9,83.93,62.22,Very High
17031827000,3399,51.48,61.99,42.11,38.32,Moderate
17031827100,1999,52.23,67.15,40.95,28.81,Moderate
17031827200,3571,56.8,64.18,49.74,48.64,Moderate
17031827300,2363,52.81,65.6,44.83,28.79,Moderate
17031750100,3636,63.55,69.74,59.29,52.83,Moderate
17031750200,3141,67.13,75.62,65.08,43.61,High
17031750300,2546,78.34,85.07,80.91,49.89,High
17031750400,2790,73.96,79.71,75.53,51.13,High
17031750500,4761,64.54,71.02,61.46,50.13,Moderate
17031804901,6319,80.34,83.46,81.12,68.12,Very High
17031804902,6173,79.67,82.36,79.47,71.15,High
17031805001,4966,80.32,84.04,80.56,67.35,Very High
17031805002,7434,70.04,75.85,69.1,52.89,High
17031819801,5161,86.42,90.92,87.98,67.8,Very High
17031819802,2463,84.21,90.16,86.47,59.08,Very High
17031819900,3257,84.85,89.9,86.63,63.84,Very High
17031820000,2161,83.63,90.94,85.7,54.44,Very High
17031827400,2781,49.92,62.54,39.07,33.19,Moderate
17031827600,2884,49.96,60.37,39.19,40.43,Moderate
17031282700,2243,68.91,76.57,73.87,31.82,High
17031282800,1498,66.62,76.9,70.82,22.57,High
17031400300,1361,56.34,68.65,55.21,17.98,Moderate
17031400500,2634,46.71,60.58,40.32,15.35,Moderate
17031400800,2768,32.58,47.79,20.04,11.15,Low
17031410100,2251,67.78,78.85,74.28,15.73,High
17031410500,3405,66.05,75.46,68.51,28.96,High
17031410600,2249,68.02,79.02,70.61,25.32,High
17031460100,2650,51.52,62.0,47.6,25.74,Moderate
17031805105,7301,71.76,78.2,68.99,56.74,High
17031827700,2659,49.41,55.69,48.4,30.84,Moderate
17031827802,3064,63.31,70.59,56.69,54.47,Moderate
17031827804,3037,63.55,69.16,58.81,55.91,Moderate
17031450300,3461,58.87,68.53,50.92,45.23,Moderate
17031460200,1880,48.64,61.72,38.58,28.53,Moderate
17031805106,2925,76.08,80.16,79.56,54.39,High
17031805107,6304,67.02,74.62,70.82,32.86,High
17031805108,6375,72.45,79.43,75.55,41.93,High
17031640400,3309,70.51,75.65,67.7,59.9,High
17031640500,4132,67.93,73.95,66.79,50.5,High
17031640600,4427,68.47,74.9,68.28,47.49,High
17031640700,3110,68.05,75.79,63.65,52.52,High
17031640800,1505,59.39,70.08,51.84,41.33,Moderate
17031650100,4622,63.09,72.52,55.8,48.67,Moderate
17031650200,7211,64.32,68.98,59.75,59.45,Moderate
17031811401,4849,67.95,75.31,61.73,57.97,High
17031811301,4302,65.62,72.14,60.69,55.39,High
17031750600,3844,59.19,69.45,47.86,51.45,Moderate
17031812600,3588,72.54,80.34,77.83,34.21,High
17031803008,4807,81.52,85.49,82.55,65.88,Very High
17031805110,4441,75.29,79.54,79.29,51.82,High
17031805111,8036,70.14,78.39,68.22,47.15,High
17031805112,3312,72.83,77.91,75.04,50.78,High
17031805201,3953,74.55,78.81,74.6,60.27,High
17031820300,5771,62.46,71.82,53.98,51.08,Moderate
17031820400,5265,59.49,68.49,50.88,49.56,Moderate
17031820902,6142,65.57,69.92,57.52,69.87,High
17031821001,4872,64.41,72.03,59.15,51.31,Moderate
17031827805,2645,61.45,65.75,59.8,50.94,Moderate
17031828000,5119,68.28,72.23,68.85,53.79,High
17031828100,5388,60.32,61.65,58.21,60.8,Moderate
17031828202,5334,62.72,70.21,56.75,51.7,Moderate
17031283100,2729,64.12,71.88,71.78,20.39,Moderate
17031283800,3504,65.15,76.33,64.08,30.37,High
17031410700,2541,66.03,74.53,73.1,21.18,High
17031410800,2890,72.4,81.38,80.27,24.14,High
17031829000,1034,31.83,40.48,27.46,13.16,Low
17031410900,3527,73.1,80.38,78.74,35.67,High
17031411000,3931,68.55,74.37,75.6,32.71,High
17031411100,2388,77.93,86.35,85.7,31.71,High
17031411200,1643,78.24,86.85,84.12,35.83,High
17031460400,3682,56.79,65.08,52.19,39.9,Moderate
17031460500,6284,64.22,72.31,57.26,53.48,Moderate
17031461000,1346,40.33,60.07,25.37,9.46,Low
17031829200,5623,57.79,64.26,49.08,56.52,Moderate
17031829301,4080,67.67,73.18,62.08,62.38,High
17031829302,3291,50.33,61.66,41.27,33.69,Moderate
17031829401,948,54.35,60.0,52.85,39.03,Moderate
17031805202,3891,77.23,83.31,81.86,46.19,High
17031805301,3179,75.99,80.55,78.25,55.5,High
17031805302,3896,77.47,80.05,79.28,64.62,High
17031805401,4618,77.41,81.86,79.35,58.04,High
17031770400,4440,70.54,76.94,70.83,48.55,High
17031800100,2367,88.03,97.07,87.39,59.4,Very High
17031800300,3303,87.15,94.18,88.03,61.61,Very High
17031812900,4588,81.17,87.49,82.71,56.5,Very High
17031813000,3828,79.94,87.15,82.32,50.38,High
17031813100,4729,77.46,84.97,77.97,51.25,High
17031800500,5576,87.14,93.91,85.54,68.32,Very High
17031821101,4860,68.31,72.53,65.06,61.88,High
17031821102,4589,68.37,72.59,64.89,62.38,High
17031821300,5853,57.09,65.32,53.09,38.97,Moderate
17031821002,5133,66.34,68.08,66.02,61.29,High
17031828401,3748,68.72,74.92,69.69,45.75,High
17031828402,3517,63.52,70.74,59.48,48.88,Moderate
17031828504,5413,52.28,58.95,44.26,48.75,Moderate
17031420100,1629,44.38,58.2,41.61,4.8,Low
17031420200,1796,51.83,65.31,49.82,11.59,Moderate
17031420400,1327,54.98,68.22,55.23,10.23,Moderate
17031420700,2274,42.09,56.03,30.64,22.33,Low
17031805402,4907,77.86,79.88,79.59,67.09,High
17031805501,3518,76.7,82.91,80.51,47.11,High
17031829600,3016,61.65,67.89,57.86,49.7,Moderate
17031420800,2322,54.79,68.01,51.02,19.51,Moderate
17031470100,2246,53.51,66.15,42.48,37.13,Moderate
17031480100,2161,62.35,72.39,56.03,43.65,Moderate
17031480200,1057,60.12,72.33,56.87,27.0,Moderate
17031480300,1131,59.1,73.69,51.23,28.86,Moderate
17031480400,5013,71.86,79.23,64.83,63.72,High
17031805502,4335,83.62,88.77,86.03,60.81,Very High
17031805600,4794,85.31,89.64,86.34,68.49,Very High
17031830001,2202,61.55,66.22,60.4,48.67,Moderate
17031830006,2644,46.14,39.37,59.66,37.16,Moderate
17031650400,6794,61.95,64.93,52.58,73.85,Moderate
17031650500,4159,62.91,70.23,53.81,59.78,Moderate
17031660400,4719,56.12,65.93,46.5,45.85,Moderate
17031800600,2389,87.83,96.01,88.61,58.73,Very High
17031801000,5261,83.57,88.38,86.52,60.67,Very High
17031801100,5045,86.94,92.0,88.37,66.72,Very High
17031801200,3699,87.7,94.32,88.69,63.33,Very High
17031811402,4218,67.8,76.39,62.59,51.32,High
17031813400,8214,62.33,71.4,50.16,60.51,Moderate
17031813200,4578,77.22,81.8,80.08,55.27,High
17031821401,2722,54.73,65.36,47.84,35.38,Moderate
17031805702,2036,81.71,86.99,85.24,55.86,Very High
17031805802,5440,81.32,84.43,83.58,65.65,Very High
17031821402,3375,59.37,66.45,59.65,35.14,Moderate
17031821600,4269,70.77,77.38,66.92,57.72,High
17031821700,4800,74.43,79.49,73.8,59.05,High
17031290900,4241,42.59,53.17,36.1,22.47,Low
17031291200,1312,48.36,64.65,38.42,17.22,Moderate
17031421200,1986,46.42,69.23,27.1,15.43,Moderate
17031806001,5742,68.24,73.74,71.73,41.77,High
17031801300,4448,82.05,88.31,84.42,55.66,Very High
17031801400,3052,83.92,88.0,87.77,61.35,Very High
17031801603,3781,69.38,76.59,75.46,31.15,High
17031801701,3568,85.99,91.53,87.86,63.18,Very High
17031806004,8661,72.25,76.79,70.54,61.11,High
17031806300,4430,74.99,78.56,76.31,60.03,High
17031806400,2396,74.49,79.42,77.25,51.6,High
17031806501,2382,65.03,72.22,64.97,41.22,High
17031271500,1470,56.06,71.23,47.92,24.5,Moderate
17031292200,2540,48.65,62.2,41.65,19.81,Moderate
17031292400,1765,48.87,63.45,41.17,18.25,Moderate
17031292500,3461,53.04,63.96,47.74,29.0,Moderate
17031806700,4266,82.15,87.37,81.3,66.7,Very High
17031806801,4334,73.5,77.64,75.62,54.74,High
17031806802,3293,75.4,83.1,75.65,49.14,High
17031806900,5524,74.21,78.0,76.06,57.24,High
17031807000,5283,67.89,74.5,68.03,45.56,High
17031801901,4362,75.7,81.3,75.59,57.27,High
17031801902,3770,83.82,90.43,83.48,62.57,Very High
17031802100,3717,79.83,86.02,82.1,53.89,High
17031802200,4937,84.97,89.68,88.27,61.59,Very High
17031271800,656,62.05,75.02,61.31,20.56,Moderate
17031280100,7730,83.14,89.5,90.98,43.65,Very High
17031280400,1423,54.62,71.55,47.72,14.27,Moderate
17031300600,2844,48.67,63.79,37.47,24.39,Moderate
17031300700,4791,57.94,70.05,48.7,39.14,Moderate
17031301100,2409,54.55,70.7,43.72,26.01,Moderate
17031301200,5209,53.12,62.6,48.18,33.04,Moderate
17031480500,2725,57.59,67.72,49.72,42.2,Moderate
17031490500,1775,65.13,72.78,62.83,45.0,High
17031520200,3652,54.01,62.64,50.04,34.49,Moderate
17031520300,5925,60.59,69.21,50.14,56.26,Moderate
17031520400,4393,61.38,68.18,54.05,55.82,Moderate
17031520500,5171,66.92,74.0,57.94,64.3,High
17031520600,2739,63.06,72.66,53.08,54.34,Moderate
17031660500,4284,57.59,66.9,51.91,39.83,Moderate
17031660600,5849,52.75,59.48,49.72,37.35,Moderate
17031660700,1617,45.33,53.73,38.87,32.4,Moderate
17031660800,5832,52.46,64.21,40.86,40.38,Moderate
17031660900,5631,50.39,59.25,40.66,43.56,Moderate
17031661000,5424,55.02,63.89,43.66,51.97,Moderate
17031802300,5770,80.72,87.54,84.17,49.92,Very High
17031802402,6076,74.03,80.88,72.09,55.7,High
17031802503,7571,75.84,77.43,76.04,70.1,High
17031802504,6844,70.96,74.04,66.45,71.2,High
17031280900,1122,61.31,73.76,62.24,17.64,Moderate
17031301600,3247,50.37,61.77,36.83,43.96,Moderate
17031490600,1446,59.74,68.42,54.69,42.61,Moderate
17031490700,2459,52.25,61.14,41.61,47.42,Moderate
17031490800,3705,57.53,68.44,47.95,43.51,Moderate
17031491000,3417,40.97,48.82,33.77,31.62,Low
17031491100,4205,63.9,72.65,55.34,54.72,Moderate
17031530200,4358,51.02,57.59,45.23,42.64,Moderate
17031530300,3484,57.75,68.99,48.02,43.01,Moderate
17031530400,2356,59.57,67.65,53.12,47.65,Moderate
17031530600,2385,56.29,67.81,50.42,31.58,Moderate
17031560100,1284,63.33,72.18,58.77,44.49,Moderate
17031670200,724,48.12,57.47,48.07,17.05,Moderate
17031670300,1332,43.05,59.47,29.64,19.65,Low
17031670400,1616,46.71,57.29,40.73,25.4,Moderate
17031661100,7186,63.79,68.95,53.8,69.88,Moderate
17031670100,1472,40.88,53.6,26.59,31.81,Low
17031670600,1174,46.91,60.62,30.39,39.73,Moderate
17031670700,1092,36.48,52.76,15.56,30.99,Low
17031670800,1022,45.04,58.33,36.82,19.92,Moderate
17031670900,1246,51.99,61.12,45.9,35.76,Moderate
17031802701,6326,78.19,80.73,78.28,69.48,High
17031802702,5043,77.4,82.14,78.33,59.44,High
17031260900,1351,41.23,55.46,28.96,22.46,Low
17031261000,2268,49.46,64.43,40.36,20.78,Moderate
17031281900,6749,82.39,88.45,91.04,42.0,Very High
17031310200,1824,73.14,82.45,80.23,25.55,High
17031310300,1836,66.38,82.18,62.58,22.59,High
17031310400,1456,65.51,75.74,68.72,23.92,High
17031310500,1599,57.89,72.23,55.61,15.37,Moderate
17031491200,1932,54.12,65.95,43.63,39.19,Moderate
17031491300,2131,45.7,57.55,37.04,26.42,Moderate
17031491400,2541,45.55,54.7,45.37,15.46,Moderate
17031500100,3231,61.24,71.04,57.11,38.16,Moderate
17031500200,1831,52.14,64.9,44.05,28.47,Moderate
17031500300,1794,58.51,66.31,58.45,32.65,Moderate
17031560200,1372,60.46,70.91,50.86,48.06,Moderate
17031560300,3079,64.69,69.41,60.29,59.27,Moderate
17031560700,3584,65.33,73.28,61.62,47.49,High
17031560800,6003,73.72,78.4,70.89,64.68,High
17031560900,5131,73.69,77.75,70.37,67.88,High
17031561000,6040,73.05,77.34,70.0,65.84,High
17031801702,4911,84.02,88.89,85.74,63.82,Very High
17031010300,6237,70.42,80.78,67.77,42.1,High
17031010400,4473,68.63,78.01,71.49,30.7,High
17031010600,6379,72.82,80.93,73.84,43.37,High
17031020100,3927,62.17,71.53,61.9,31.63,Moderate
17031280800,852,49.27,62.86,46.62,10.16,Moderate
17031420300,2495,59.35,67.72,63.89,20.86,Moderate
17031806600,3486,75.37,80.37,74.32,61.12,High
17031806502,3973,71.56,75.15,70.45,62.19,High
17031805902,6402,80.68,84.09,81.03,68.47,Very High
17031100200,7564,76.3,79.39,77.46,63.29,High
17031804805,6820,76.69,78.51,76.88,70.18,High
17031020200,7203,77.77,80.95,77.58,67.62,High
17031804202,7853,83.44,85.18,84.68,74.75,Very High
17031804701,5947,72.57,79.17,72.3,51.19,High
17031803605,6694,76.07,78.62,76.55,66.42,High
17031130200,1545,74.7,82.77,74.72,47.77,High
17031804306,6379,71.22,75.31,66.23,69.22,High
17031020400,4256,68.83,77.41,69.21,39.37,High
17031080202,3800,79.66,87.87,85.88,37.76,High
17031240200,1966,79.33,89.39,82.25,39.03,High
17031824105,7423,80.61,84.08,78.44,74.07,Very High
17031611800,2186,40.56,38.9,47.41,30.12,Low
17031060200,2147,77.23,86.67,85.76,25.86,High
17031221200,2865,73.77,83.45,78.1,31.36,High
17031826500,5599,57.45,63.71,49.73,54.64,Moderate
17031825302,5472,73.01,76.35,73.63,60.39,High
17031824107,7430,76.65,78.69,74.36,75.22,High
17031830202,3800,63.82,70.84,57.3,55.67,Moderate
17031061200,2052,79.37,90.28,86.5,26.38,High
17031808200,5806,73.19,76.68,71.27,66.02,High
17031030200,5554,75.62,81.76,79.81,45.38,High
17031030300,3642,66.92,76.33,69.35,29.88,High
17031030400,2822,70.85,81.14,75.0,26.86,High
17031030900,3076,76.52,85.56,81.56,34.62,High
17031031000,3652,77.9,86.04,83.71,37.23,High
17031823603,2292,54.17,61.12,50.45,39.7,Moderate
17031822400,6012,65.17,70.32,58.89,62.65,High
17031815702,5383,80.49,86.32,82.07,57.39,Very High
