GEOID,median_household_income,median_home_value,total_population,poverty_rate,unemployment_rate,college_rate,renter_rate,uninsured_pct,diabetes_pct,physical_inactivity_pct,poor_mental_health_pct,obesity_pct
17031330102,112762,501400,9617,0.021732348965373818,0.030634573304157548,0.8196296296296296,0.5397828552908767,0.051,0.055,0.11699999999999999,0.127,0.23
17031330101,177254,627100,5011,0.057673119137896627,0.01929824561403509,0.8624161073825504,0.2941605839416058,0.045,0.076,0.132,0.111,0.231
17031460800,32654,185600,4376,0.42801107521919707,0.260235947258848,0.13315812527376258,0.7892857142857143,0.27899999999999997,0.21899999999999997,0.47,0.23199999999999998,0.47600000000000003
17031806005,100375,196600,2713,0.05344636933284187,0.006682867557715674,0.42792792792792794,0.4157303370786517,0.10300000000000001,0.105,0.23399999999999999,0.14,0.23800000000000002
17031806006,61329,257600,4417,0.09938872537921667,0.07401960784313726,0.30663145539906106,0.24373177842565596,0.098,0.136,0.262,0.132,0.23199999999999998
17031804203,225486,950900,3215,0.021150855365474338,0.018531228551818806,0.6912442396313364,0.0,0.039,0.102,0.153,0.1,0.207
17031803614,50865,129100,4145,0.25621230398069966,0.04918032786885246,0.25572370974000774,0.7720075997466751,0.212,0.106,0.287,0.18,0.33399999999999996
17031803616,91968,365300,4789,0.13286713286713286,0.018354430379746836,0.5152838427947598,0.33349351273426237,0.086,0.095,0.19399999999999998,0.15,0.27699999999999997
17031809402,67014,364600,2713,0.3690523790483807,0.0782122905027933,0.8856562922868741,0.7462897526501767,0.077,0.08,0.19399999999999998,0.161,0.245
17031828508,47321,104200,4095,0.13285854616895873,0.04199475065616798,0.30346304891110315,0.36544074722708697,0.126,0.187,0.33399999999999996,0.18600000000000003,0.419
17031828507,81611,186200,4164,0.03914505283381364,0.11067961165048544,0.3532608695652174,0.10329341317365269,0.08900000000000001,0.135,0.237,0.155,0.35100000000000003
17031824126,168194,392200,5416,0.01587887740029542,0.054102259215219974,0.5115519839276745,0.0,0.057,0.092,0.16699999999999998,0.138,0.272
17031824508,69857,195400,3188,0.07434127979924718,0.0893854748603352,0.3672143675964845,0.22698612862547288,0.077,0.113,0.21,0.145,0.285
17031824509,116310,246200,5104,0.029250098154691793,0.04823529411764706,0.34518072289156626,0.08786885245901639,0.076,0.092,0.18,0.14800000000000002,0.282
17031824127,116087,316200,4001,0.04698825293676581,0.06460807600950119,0.3895328415876361,0.009695290858725761,0.055999999999999994,0.1,0.174,0.132,0.268
17031824125,117917,243700,4443,0.010607086436470323,0.050190114068441066,0.3185483870967742,0.07377049180327869,0.075,0.08800000000000001,0.17800000000000002,0.154,0.27899999999999997
17031824124,65250,270500,2909,0.15389972144846797,0.06776440785307157,0.4618072890664004,0.31892826274848746,0.079,0.10400000000000001,0.21,0.154,0.294
17031824129,95953,344900,4074,0.08423215202876219,0.0693792383933229,0.3492115637319317,0.07864488808227466,0.057999999999999996,0.09699999999999999,0.175,0.127,0.251
17031824128,97778,421600,4445,0.06299212598425197,0.05278592375366569,0.46498939072446194,0.05367561260210035,0.059000000000000004,0.109,0.18899999999999997,0.129,0.259
17031829903,80795,148700,4068,0.043264503441494594,0.03574833174451859,0.2718513420509291,0.20930232558139536,0.078,0.134,0.226,0.159,0.365
17031804313,121986,306300,6913,0.08254476634153443,0.08020969855832241,0.3984391935833514,0.21619135234590617,0.11,0.10400000000000001,0.213,0.13699999999999998,0.268
17031804312,158467,498500,1888,0.014830508474576272,0.04071969696969697,0.7156432748538012,0.014492753623188406,0.047,0.096,0.163,0.107,0.203
17031820203,136694,514900,3696,0.021103896103896104,0.014459224985540775,0.4757551669316375,0.016079632465543645,0.057,0.1,0.171,0.127,0.26
17031820204,109479,431100,4332,0.06994459833795014,0.06896551724137931,0.5846153846153846,0.1343891402714932,0.067,0.11,0.182,0.11900000000000001,0.267
17031630600,51643,191000,2746,0.22687545520757466,0.1445692883895131,0.09913544668587897,0.4591121495327103,0.315,0.157,0.377,0.17600000000000002,0.389
17031490200,63175,163900,2944,0.12669836956521738,0.16916488222698073,0.30734565119423163,0.31002162941600575,0.079,0.17,0.265,0.153,0.385
17031612200,41514,167300,3687,0.3260103064822349,0.1517150395778364,0.06115107913669065,0.6904133685136323,0.331,0.171,0.408,0.196,0.41
17031844700,51298,-666666666,1753,0.25613234455219624,0.15829694323144106,0.2510495382031906,0.6460587326120556,0.14300000000000002,0.142,0.298,0.192,0.405
17031844600,54565,235900,2275,0.28332537028189203,0.2964563526361279,0.25,0.8816425120772947,0.1,0.159,0.28300000000000003,0.177,0.40399999999999997
17031803613,73333,159100,3891,0.09817527627859163,0.09170530654301906,0.17425650557620817,0.4509090909090909,0.23399999999999999,0.113,0.29,0.16699999999999998,0.32799999999999996
17031803615,89960,370900,2357,0.03563852354688163,0.018736988202637056,0.5627880184331797,0.4694835680751174,0.061,0.07400000000000001,0.14800000000000002,0.132,0.24600000000000002
17031804314,106410,245500,1409,0.0397444996451384,0.026497695852534562,0.37961335676625657,0.12218649517684887,0.071,0.109,0.19899999999999998,0.12300000000000001,0.253
17031804512,146710,265300,3555,0.020534458509142053,0.019990480723465015,0.5678186547751766,0.08364732479276564,0.063,0.09300000000000001,0.17300000000000001,0.124,0.24100000000000002
17031804315,98050,260700,2547,0.029053788771103258,0.064343163538874,0.3749294184076793,0.08095781071835804,0.08900000000000001,0.095,0.19399999999999998,0.139,0.256
17031804513,151051,320900,3753,0.003996802557953637,0.027789653698161606,0.4814133235185867,0.14605978260869565,0.065,0.086,0.165,0.13,0.24
17031320102,162021,443000,5429,0.09966777408637874,0.013896037056098817,0.9023489047242016,0.7947409733124019,0.064,0.051,0.13699999999999998,0.142,0.226
17031809401,105231,367100,2879,0.09330323551542513,0.05450733752620545,0.7583979328165374,0.5009633911368016,0.057,0.092,0.168,0.115,0.225
17031220701,75625,432500,3077,0.127396815079623,0.0607074569789675,0.38101851851851853,0.7060839760068551,0.15,0.078,0.19899999999999998,0.153,0.28800000000000003
17031063302,94173,380600,4102,0.04583130180399805,0.05010825858335911,0.8933683903009056,0.7316720837847598,0.046,0.039,0.1,0.138,0.215
17031252201,47979,190100,3258,0.3207678883071553,0.2897765741367637,0.12967032967032968,0.6472248353715898,0.14,0.21100000000000002,0.36,0.183,0.439
17031660302,44329,206000,4612,0.11726384364820847,0.23069679849340866,0.06329989622967831,0.6086051353226926,0.284,0.127,0.326,0.17,0.358
17031660301,24628,153500,1761,0.3259511641113004,0.28761061946902655,0.12221144519883609,0.7454242928452579,0.27399999999999997,0.159,0.371,0.187,0.405
17031730202,78819,187800,3093,0.06764295676429567,0.14137214137214138,0.3762057877813505,0.22979552093476144,0.083,0.168,0.267,0.155,0.38799999999999996
17031813302,51810,199400,2893,0.19011406844106463,0.0298932384341637,0.07952713594841483,0.6078639744952179,0.363,0.14800000000000002,0.39799999999999996,0.187,0.392
17031813702,69795,233800,4719,0.1359677076694285,0.05594679186228482,0.06735578526175391,0.5670023237800155,0.272,0.12,0.303,0.157,0.33899999999999997
17031813301,48958,200800,3292,0.18043742405832322,0.017967781908302356,0.14437242192103714,0.6379137412236711,0.344,0.158,0.397,0.188,0.401
17031802403,77471,231700,1392,0.05316091954022988,0.06513409961685823,0.5452342487883683,0.2,0.055999999999999994,0.096,0.16899999999999998,0.11599999999999999,0.237
17031803016,119188,425000,2560,0.02630545740086376,0.01640625,0.6872475476053087,0.5453575240128068,0.053,0.069,0.152,0.11800000000000001,0.20600000000000002
17031803701,81581,311900,2745,0.11475409836065574,0.0380465644520159,0.5264336917562724,0.40765268579838115,0.068,0.09,0.172,0.138,0.27
17031804108,91795,188100,4577,0.055931833078435654,0.12654424040066778,0.6213450292397661,0.8500663423264042,0.071,0.057,0.155,0.139,0.226
17031804715,62183,206500,3777,0.17209425469949696,0.06499261447562776,0.3189341945902301,0.4074675324675325,0.18899999999999997,0.135,0.306,0.157,0.29
17031835600,13438,212800,749,0.6194926568758344,0.3942857142857143,0.019130434782608695,0.8571428571428571,0.262,0.29100000000000004,0.517,0.226,0.511
17031840000,105481,488800,2651,0.17653715579026782,0.13561553653719552,0.3796711509715994,0.33270852858481725,0.113,0.121,0.25,0.138,0.247
